Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, RadiusRotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),
4,25.148,4,2.993076,0.4226631,0.1412136,119.6912,49.80375,-9.33,0,-116.3761,25,
4,25.248,4,2.990996,0.4032532,0.1348224,119.745,49.99375,-9.33,0,-116.3762,25,
4,25.348,4,2.986116,0.4078386,0.1365783,119.5438,50.1875,-9.33,0,-116.3761,25,
4,25.448,4,3.006052,0.4227183,0.1406224,119.3675,50.3825,-9.33,0,-116.376,25,
4,25.548,4,2.997389,0.3951281,0.1318241,119.0862,50.62875,-9.33,0,-116.3759,25,
4,25.648,4,2.993073,0.4242576,0.1417465,119.3637,50.82125,-9.33,0,-116.3761,25,
4,25.748,4,2.989723,0.4073871,0.1362625,119.5938,51.01375,-9.33,0,-116.3761,25,
4,25.848,4,2.987686,0.4083776,0.1366869,119.2525,51.20625,-9.33,0,-116.3763,25,
4,25.948,4,3.009802,0.4368771,0.1451515,119.415,51.395,-9.33,0,-116.3764,25,
4,26.048,4,3.003473,0.4118167,0.1371135,119.1687,51.585,-9.33,0,-116.3763,25,
4,26.148,4,2.997142,0.4245888,0.1416646,119.2838,51.825,-9.33,0,-116.3764,25,
4,26.248,4,2.99307,0.4111801,0.1373774,119.7012,52.01375,-9.33,0,-116.3764,25,
4,26.348,4,2.989698,0.4070299,0.1361441,119.4875,52.20125,-9.33,0,-116.3765,25,
4,26.448,4,3.01265,0.4189642,0.1390683,119.2325,52.39375,-9.33,0,-116.3765,25,
4,26.548,4,3.004851,0.4047567,0.1347011,119.0425,52.59,-9.33,0,-116.3765,25,
4,26.648,4,3.000931,0.417386,0.1390855,119.1988,52.78125,-9.33,0,-116.3766,25,
4,26.748,4,2.993838,0.412963,0.1379377,119.6988,52.97625,-9.33,0,-116.3765,25,
4,26.848,4,2.989414,0.4072962,0.1362462,119.31,53.21375,-9.33,0,-116.3765,25,
4,26.948,4,3.011483,0.4236178,0.1406675,119.3125,53.40625,-9.33,0,-116.3765,25,
4,27.048,4,3.004969,0.4016035,0.1336465,119.0487,53.59375,-9.33,0,-116.3764,25,
4,27.148,4,3.000746,0.4179024,0.1392662,119.885,53.78875,-9.33,0,-116.3764,25,
4,27.248,4,2.995559,0.4141061,0.13824,119.4188,53.9775,-9.33,0,-116.3762,25,
4,27.348,4,2.990055,0.3937902,0.1317,119.225,54.17,-9.33,0,-116.3761,25,
4,27.448,4,3.010025,0.4223188,0.1403041,119.535,54.4075,-9.33,0,-116.3762,25,
4,27.548,4,3.001231,0.3989601,0.1329321,118.9487,54.5975,-9.33,0,-116.3761,25,
4,27.648,4,2.997061,0.4083257,0.136242,119.895,54.79,-9.33,0,-116.3762,25,
4,27.748,4,2.993804,0.4130279,0.1379609,119.3075,54.9825,-9.33,0,-116.3761,25,
4,27.848,4,2.98807,0.3974338,0.1330068,119.285,55.17375,-9.33,0,-116.3759,25,
4,27.948,4,3.010585,0.4287293,0.1424073,119.2725,55.36,-9.33,0,-116.3759,25,
4,28.048,4,3.000872,0.424381,0.1414192,118.9487,55.6,-9.33,0,-116.376,25,
4,28.148,4,2.998519,0.427557,0.1425894,119.79,55.7925,-9.33,0,-116.3758,25,
4,28.248,4,2.991494,0.427466,0.1428938,119.5025,55.9825,-9.33,0,-116.3758,25,
4,28.348,4,2.98846,0.4062083,0.1359256,119.4112,56.18,-9.33,0,-116.3759,25,
4,28.448,4,3.007802,0.4316195,0.1435,119.2437,56.3725,-9.33,0,-116.376,25,
4,28.548,4,2.997309,0.3985898,0.1329826,118.9863,56.56375,-9.33,0,-116.376,25.1,
4,28.648,4,2.994045,0.4128915,0.1379042,119.5413,56.755,-9.33,0,-116.3756,25.1,
4,28.748,4,2.987116,0.414866,0.1388851,119.5887,56.99875,-9.33,0,-116.3755,25.1,
4,28.848,4,2.982992,0.3890749,0.1304311,119.5113,57.14625,-9.33,0,-116.3755,25.1,
4,28.948,4,3.005665,0.4404103,0.1465267,119.0575,57.38625,-9.33,0,-116.3757,25.1,
4,29.048,4,2.993095,0.417386,0.1394496,119.3287,57.57875,-9.33,0,-116.3756,25.1,
4,29.148,4,2.992683,0.4223059,0.1411128,119.6762,57.77125,-9.33,0,-116.3756,25.1,
4,29.248,4,2.989008,0.4184609,0.1399999,119.315,57.96375,-9.33,0,-116.3756,25.1,
4,29.348,4,2.984708,0.404432,0.1355014,119.35,58.15625,-9.33,0,-116.3758,25.1,
4,29.448,4,3.002272,0.4357113,0.1451272,119.23,58.3475,-9.33,0,-116.3759,25.1,
4,29.548,4,2.996008,0.4017561,0.1340971,119.14,58.58625,-9.33,0,-116.3761,25.1,
4,29.648,4,2.994795,0.4157136,0.1388121,120.0062,58.78,-9.33,0,-116.3758,25,
4,29.748,4,2.988801,0.4228579,0.1414808,119.2138,58.97125,-9.33,0,-116.3758,25,
4,29.848,4,2.983568,0.3966252,0.1329365,119.305,59.16375,-9.33,0,-116.3762,25,
4,29.948,4,3.000888,0.4218512,0.1405755,118.715,59.3525,-9.33,0,-116.3764,25,
4,30.048,4,2.998358,0.4043605,0.1348606,119.175,59.54375,-9.33,0,-116.3765,25,
4,30.148,4,2.997411,0.4132553,0.1378707,119.7213,59.735,-9.33,0,-116.3767,25,
4,30.248,4,2.992318,0.4249071,0.1419993,119.1125,59.97375,-9.33,0,-116.3766,25,
4,30.348,4,2.986946,0.4033961,0.135053,119.3812,60.16625,-9.33,0,-116.3766,25,
4,30.448,4,3.004922,0.4287618,0.1426865,118.9962,60.3575,-9.33,0,-116.3764,25,
4,30.548,4,3.002455,0.4108035,0.1368226,119.6425,60.54875,-9.33,0,-116.3766,25,
4,30.648,4,3.001742,0.4268328,0.142195,119.7375,60.74,-9.33,0,-116.3766,25,
4,30.748,4,2.99707,0.4387769,0.1464019,119.4363,60.93,-9.33,0,-116.3766,25,
4,30.848,4,2.989587,0.4128786,0.1381056,119.415,61.165,-9.33,0,-116.3764,25.1,
4,30.948,4,3.004433,0.4179868,0.1391234,119.125,61.355,-9.33,0,-116.3765,25.1,
4,31.048,4,2.999179,0.3909649,0.1303573,119.5887,61.54875,-9.33,0,-116.3766,25.1,
4,31.148,4,2.998095,0.4014281,0.1338944,119.4975,61.73875,-9.33,0,-116.3765,25.1,
4,31.248,4,2.990364,0.4145088,0.1386148,119.3037,61.93,-9.33,0,-116.3764,25.1,
4,31.348,4,2.986497,0.3867952,0.1295147,119.335,62.165,-9.33,0,-116.3764,25.1,
4,31.448,4,3.00308,0.4158207,0.1384648,118.9338,62.3575,-9.33,0,-116.3765,25.1,
4,31.548,4,3.001776,0.39518,0.1316487,119.71,62.55,-9.33,0,-116.3765,25.1,
4,31.648,4,2.997625,0.4052276,0.1351829,119.58,62.7425,-9.33,0,-116.3764,25.1,
4,31.748,4,2.996309,0.4262353,0.1422535,119.3063,62.935,-9.33,0,-116.3767,25.1,
4,31.848,4,2.991203,0.4035812,0.1349227,119.0287,63.1275,-9.33,0,-116.3768,25,
4,31.948,4,3.006331,0.4310025,0.143365,119.0313,63.3225,-9.33,0,-116.3769,25,
4,32.048,4,3.003365,0.4101799,0.1365735,119.5737,63.56125,-9.33,0,-116.377,25,
4,32.148,4,3.001095,0.4092642,0.1363716,119.6525,63.75375,-9.33,0,-116.3768,25,
4,32.248,4,2.993531,0.4211076,0.1406725,119.265,63.9475,-9.33,0,-116.3768,25,
4,32.348,4,2.989909,0.3960374,0.132458,119.0675,64.13875,-9.33,0,-116.3768,25,
4,32.448,4,3.003194,0.4078353,0.1358005,119.1525,64.325,-9.33,0,-116.3766,25,
4,32.548,4,3.001129,0.4005708,0.1334734,119.4088,64.52,-9.33,0,-116.3764,25,
4,32.648,4,2.993668,0.4109528,0.137274,119.6475,64.7125,-9.33,0,-116.3762,25,
4,32.748,4,2.987246,0.4240173,0.1419425,119.2813,64.95125,-9.33,0,-116.3761,25,
4,32.848,4,2.98094,0.3982911,0.1336126,119.2387,65.14125,-9.33,0,-116.3761,25,
4,32.948,4,2.997792,0.4212504,0.1405202,119.2937,65.33,-9.33,0,-116.3763,25,
4,33.048,4,2.997368,0.4106703,0.1370103,119.7962,65.5225,-9.33,0,-116.3761,25,
4,33.148,4,2.994569,0.4127682,0.1378389,119.3412,65.715,-9.33,0,-116.376,25,
4,33.248,4,2.987847,0.4297165,0.1438214,119.3512,65.9075,-9.33,0,-116.376,25,
4,33.348,4,2.984061,0.4028375,0.1349964,119.4025,66.10374,-9.33,0,-116.3763,25,
4,33.448,4,2.999507,0.4292229,0.1430978,118.9587,66.34375,-9.33,0,-116.3763,25,
4,33.548,4,2.999027,0.4135118,0.137882,119.63,66.5375,-9.33,0,-116.3764,25,
4,33.648,4,2.995383,0.4173763,0.1393399,119.305,66.7275,-9.33,0,-116.3765,25,
4,33.748,4,2.990358,0.4374909,0.1463005,119.5287,66.92,-9.33,0,-116.3765,25,
4,33.848,4,2.984748,0.4065201,0.1361991,119.25,67.10875,-9.33,0,-116.3765,25,
4,33.948,4,2.998559,0.425339,0.1418478,118.8762,67.3,-9.33,0,-116.3766,25,
4,34.048,4,2.999272,0.4084491,0.1361828,119.85,67.54125,-9.33,0,-116.3767,25,
4,34.148,4,2.997259,0.4124077,0.1375949,119.46,67.735,-9.33,0,-116.3768,25,
4,34.248,4,2.991268,0.4316455,0.1443018,119.49,67.92625,-9.33,0,-116.3769,25,
4,34.348,4,2.985996,0.4031265,0.1350057,118.9637,68.1225,-9.33,0,-116.3768,25,
4,34.448,4,3.000634,0.4210621,0.1403244,119.2875,68.31625,-9.33,0,-116.3769,25,
4,34.548,4,3.001207,0.4147913,0.1382082,119.6663,68.50625,-9.33,0,-116.3771,25,
4,34.648,4,2.998021,0.4100858,0.1367855,119.3887,68.69625,-9.33,0,-116.3771,25,
4,34.748,4,2.992829,0.42757,0.1428648,119.3287,68.9325,-9.33,0,-116.3771,25,
4,34.848,4,2.988144,0.4073612,0.1363258,118.9975,69.12749,-9.33,0,-116.377,25,
4,34.948,4,2.998343,0.408868,0.1363647,119.47,69.31875,-9.33,0,-116.3772,25,
4,35.048,4,2.999637,0.4027466,0.1342651,119.825,69.51125,-9.33,0,-116.3774,25,
4,35.148,4,2.997891,0.3987685,0.1330163,119.5612,69.69875,-9.33,0,-116.3774,25,
4,35.248,4,2.991101,0.4156454,0.1389607,119.3388,69.8925,-9.33,0,-116.3771,25.1,
4,35.348,4,2.986835,0.3926665,0.1314658,119.1813,70.0875,-9.33,0,-116.3768,25.1,
4,35.448,4,3.000476,0.4131221,0.1376855,119.225,70.28,-9.33,0,-116.3769,25.1,
4,35.548,4,3.001457,0.4151745,0.1383243,119.6575,70.52125,-9.33,0,-116.3771,25.1,
4,35.648,4,2.999327,0.4073547,0.1358153,119.2787,70.71125,-9.33,0,-116.377,25.1,
4,35.748,4,2.988144,0.4303985,0.1440354,119.3487,70.9,-9.33,0,-116.3771,25.1,
4,35.848,4,2.982701,0.4044547,0.1356001,118.9238,71.09,-9.33,0,-116.3771,25.1,
4,35.948,4,2.994971,0.4155902,0.1387627,119.3812,71.2775,-9.33,0,-116.3771,25.1,
4,36.048,4,2.996411,0.4170288,0.1391761,119.62,71.5175,-9.33,0,-116.3773,25.1,
4,36.148,4,2.994358,0.413895,0.138225,119.3237,71.71249,-9.33,0,-116.3772,25.1,
4,36.248,4,2.990556,0.4431446,0.1481813,119.4825,71.90125,-9.33,0,-116.3773,25.1,
4,36.348,4,2.987246,0.4230073,0.1416044,119.1113,72.09125,-9.33,0,-116.3773,25.1,
4,36.448,4,2.998352,0.4362633,0.145501,119.7062,72.28374,-9.33,0,-116.3772,25.1,
4,36.548,4,2.998225,0.4205977,0.1402822,119.8675,72.47625,-9.33,0,-116.3773,25.1,
4,36.648,4,2.999491,0.4110762,0.1370486,119.31,72.6675,-9.33,0,-116.3775,25.1,
4,36.748,4,2.991166,0.4331166,0.1447986,119.3025,72.9075,-9.33,0,-116.3776,25.1,
4,36.848,4,2.988531,0.4057764,0.1357779,118.6275,73.10125,-9.33,0,-116.3777,25.1,
4,36.948,4,2.999284,0.422465,0.1408553,119.8037,73.2875,-9.33,0,-116.3777,25.1,
4,37.048,4,3.003359,0.4223416,0.1406231,119.4825,73.48,-9.33,0,-116.3777,25.1,
4,37.148,4,3.000978,0.4096604,0.136509,119.1512,73.67125,-9.33,0,-116.3779,25.1,
4,37.248,4,2.994504,0.4445735,0.1484632,119.4063,73.865,-9.33,0,-116.3779,25.1,
4,37.348,4,2.989835,0.4229359,0.1414579,118.9275,74.06125,-9.33,0,-116.3777,25.1,
4,37.448,4,3.000083,0.4306583,0.1435488,119.515,74.30375,-9.33,0,-116.3777,25.1,
4,37.548,4,3.003773,0.4221889,0.1405529,119.6975,74.49875,-9.33,0,-116.3777,25.1,
4,37.648,4,3.002773,0.4102546,0.1366252,119.4575,74.6925,-9.33,0,-116.3776,25.1,
4,37.748,4,2.996891,0.4296191,0.1433549,119.0175,74.885,-9.33,0,-116.3776,25.1,
4,37.848,4,2.995816,0.4055946,0.135387,119.2775,75.07375,-9.33,0,-116.3776,25.1,
4,37.948,4,3.002826,0.4257481,0.1417825,119.51,75.26125,-9.33,0,-116.3776,25.1,
4,38.048,4,3.006222,0.4203217,0.1398172,119.4762,75.45375,-9.33,0,-116.3775,25.1,
4,38.148,4,3.001959,0.4110178,0.1369165,119.4475,75.695,-9.33,0,-116.3773,25.1,
4,38.248,4,2.995637,0.4238841,0.1415005,119.2025,75.8825,-9.33,0,-116.3774,25.1,
4,38.348,4,2.995355,0.3937804,0.1314637,119.3763,76.07124,-9.33,0,-116.3774,25.1,
4,38.448,4,3.002879,0.4150284,0.1382102,119.75,76.25999,-9.33,0,-116.3775,25.1,
4,38.548,4,3.008987,0.4098357,0.1362039,119.5562,76.45125,-9.33,0,-116.3778,25.1,
4,38.648,4,3.005919,0.3994959,0.1329031,119.4812,76.64375,-9.33,0,-116.3778,25.1,
4,38.748,4,2.996863,0.4257611,0.1420689,119.29,76.8825,-9.33,0,-116.3777,25.1,
4,38.848,4,2.996129,0.3984665,0.1329938,119.1537,77.07375,-9.33,0,-116.3778,25.1,
4,38.948,4,3.002334,0.4101897,0.1366236,119.7913,77.25999,-9.33,0,-116.3779,25.1,
4,39.048,4,3.011668,0.4073612,0.135261,119.6325,77.45375,-9.33,0,-116.3781,25.1,
4,39.148,4,3.009399,0.4032369,0.1339925,119.3287,77.645,-9.33,0,-116.3782,25.1,
4,39.248,4,2.999826,0.4237087,0.1412444,119.08,77.88625,-9.33,0,-116.3781,25.1,
4,39.348,4,2.998628,0.3987392,0.1329739,119.1312,78.07625,-9.33,0,-116.3781,25.1,
4,39.448,4,3.003448,0.4102936,0.1366075,119.8025,78.2725,-9.33,0,-116.378,25.1,
4,39.548,4,3.013034,0.4049906,0.1344129,119.3713,78.4625,-9.33,0,-116.3781,25.1,
4,39.648,4,3.008083,0.4054549,0.1347885,119.2712,78.65125,-9.33,0,-116.378,25.1,
4,39.748,4,2.999761,0.4215914,0.1405417,119.1675,78.84375,-9.33,0,-116.3777,25.1,
4,39.848,4,2.997222,0.3979793,0.1327827,119.2813,79.035,-9.33,0,-116.3777,25.1,
4,39.948,4,3.001956,0.4128948,0.1375419,119.88,79.2725,-9.33,0,-116.3777,25.1,
4,40.048,4,3.012266,0.4130637,0.1371272,119.4038,79.465,-9.33,0,-116.3778,25.1,
4,40.148,4,3.006529,0.4019217,0.133683,119.255,79.65625,-9.33,0,-116.3779,25.1,
4,40.248,4,2.999863,0.4197339,0.1399177,118.875,79.85,-9.33,0,-116.3782,25.1,
4,40.348,4,2.998467,0.3985801,0.132928,119.035,80.03875,-9.33,0,-116.378,25.1,
4,40.448,4,3.000999,0.412359,0.1374072,119.6988,80.27625,-9.33,0,-116.378,25.1,
4,40.548,4,3.013793,0.4168372,0.1383099,119.3538,80.4675,-9.33,0,-116.3782,25.1,
4,40.648,4,3.008501,0.4081763,0.1356743,119.35,80.65875,-9.33,0,-116.378,25.1,
4,40.748,4,2.998135,0.4282616,0.1428427,118.995,80.84875,-9.33,0,-116.3777,25.1,
4,40.848,4,2.991658,0.4134534,0.1382021,119.7275,81.0425,-9.33,0,-116.3775,25.1,
4,40.948,4,2.995024,0.4193182,0.140005,119.5362,81.23875,-9.33,0,-116.3775,25.1,
4,41.048,4,3.009783,0.4131026,0.1372533,119.3662,81.42875,-9.33,0,-116.3776,25.1,
4,41.148,4,3.004981,0.4097448,0.1363552,119.4038,81.62125,-9.33,0,-116.3775,25.1,
4,41.248,4,2.998909,0.4260079,0.1420543,118.78,81.85625,-9.33,0,-116.3776,25.1,
4,41.348,4,2.996107,0.4158435,0.1387946,119.6075,82.05,-9.33,0,-116.3775,25.1,
4,41.448,4,2.996259,0.4278849,0.1428064,119.465,82.24,-9.33,0,-116.3775,25.1,
4,41.548,4,3.010257,0.4238192,0.1407917,119.27,82.4325,-9.33,0,-116.3776,25.1,
4,41.648,4,3.005284,0.4093616,0.1362139,119.0563,82.625,-9.33,0,-116.3775,25.1,
4,41.748,4,2.996429,0.4330906,0.1445356,118.9662,82.8175,-9.33,0,-116.3774,25.1,
4,41.848,4,2.993832,0.4129045,0.1379184,119.5413,83.055,-9.33,0,-116.3775,25.1,
4,41.948,4,2.993912,0.425654,0.1421732,119.7913,83.24875,-9.33,0,-116.3776,25.1,
4,42.048,4,3.011734,0.4231599,0.1405038,119.3937,83.43999,-9.33,0,-116.3775,25.1,
4,42.148,4,3.005232,0.4155252,0.1382673,118.9925,83.6325,-9.33,0,-116.3775,25.1,
4,42.248,4,2.997365,0.4355879,0.1453236,119.345,83.825,-9.33,0,-116.3775,25.1,
4,42.348,4,2.9946,0.4149829,0.1385771,119.7087,84.025,-9.33,0,-116.3773,25.1,
4,42.448,4,2.992832,0.4226858,0.1412327,119.555,84.21625,-9.33,0,-116.3773,25.1,
4,42.548,4,3.011427,0.4153888,0.1379375,119.27,84.4075,-9.33,0,-116.3773,25.1,
4,42.648,4,3.005216,0.4092836,0.1361911,119.0225,84.64249,-9.33,0,-116.3773,25.1,
4,42.748,4,2.998547,0.4265827,0.1422631,119.1025,84.83625,-9.33,0,-116.3773,25.1,
4,42.848,4,2.996445,0.4109009,0.1371295,119.8962,85.0275,-9.33,0,-116.3774,25.1,
4,42.948,4,2.994228,0.4177822,0.1395292,119.4337,85.21751,-9.33,0,-116.3773,25.1,
4,43.048,4,3.01278,0.4246408,0.1409465,119.31,85.40749,-9.33,0,-116.3773,25.1,
4,43.148,4,3.00664,0.4080204,0.1357064,119.2862,85.60125,-9.33,0,-116.3773,25.1,
4,43.248,4,2.998377,0.4328535,0.1443626,119.1637,85.84,-9.33,0,-116.3773,25.1,
4,43.348,4,2.996364,0.4129435,0.1378148,119.7437,86.02875,-9.33,0,-116.3773,25.1,
4,43.448,4,2.991897,0.4161747,0.1391006,119.07,86.22124,-9.33,0,-116.3773,25.1,
4,43.548,4,3.013356,0.4208802,0.1396716,119.3962,86.4125,-9.33,0,-116.3773,25.1,
4,43.648,4,3.006325,0.4078548,0.1356656,119.12,86.60125,-9.33,0,-116.3776,25.1,
4,43.748,4,2.998523,0.4297717,0.1433278,119.0062,86.83875,-9.33,0,-116.3776,25.1,
4,43.848,4,2.995708,0.4115633,0.1373843,119.8438,87.03,-9.33,0,-116.3774,25.1,
4,43.948,4,2.99246,0.4182985,0.1397842,119.4162,87.2225,-9.33,0,-116.3774,25.1,
4,44.048,4,3.012789,0.4216824,0.1399641,119.3575,87.4125,-9.33,0,-116.3775,25.1,
4,44.148,4,3.005646,0.4186103,0.1392746,119.12,87.605,-9.33,0,-116.3773,25,
4,44.248,4,3.000826,0.4352144,0.1450315,119.6625,87.7975,-9.33,0,-116.3773,25,
4,44.348,4,2.996937,0.4159604,0.1387952,119.795,87.99125,-9.33,0,-116.3772,25,
4,44.448,4,2.993411,0.4164572,0.1391246,119.4463,88.22875,-9.33,0,-116.3774,25,
4,44.548,4,3.017331,0.4285247,0.1420211,119.2487,88.41875,-9.33,0,-116.3775,25,
4,44.648,4,3.009969,0.4086049,0.1357506,118.92,88.61125,-9.33,0,-116.3776,25,
4,44.748,4,3.005579,0.4336524,0.1442825,119.695,88.8,-9.33,0,-116.3775,25,
4,44.848,4,3.000036,0.4148238,0.1382729,119.525,88.995,-9.33,0,-116.3773,25,
4,44.948,4,2.995702,0.4008014,0.1337921,119.4112,89.185,-9.33,0,-116.3773,25,
4,45.048,4,3.016712,0.4205035,0.1393913,119.4325,89.4225,-9.33,0,-116.3773,25,
4,45.148,4,3.009671,0.3926016,0.1304467,119.0563,89.61375,-9.33,0,-116.3771,25,
4,45.248,4,3.003684,0.4172366,0.1389083,119.6663,89.805,-9.33,0,-116.3769,25.1,
4,45.348,4,3.000974,0.4098032,0.1365567,119.4512,89.99375,-9.33,0,-116.3766,25.1,
4,45.448,4,2.995603,0.4059843,0.1355267,119.2937,90.18625,-9.33,0,-116.3766,25.1,
4,45.548,4,3.017511,0.4209484,0.1395019,119.4413,90.37875,-9.33,0,-116.3767,25.1,
4,45.648,4,3.009879,0.4053478,0.1346724,118.885,90.57375,-9.33,0,-116.3768,25.1,
4,45.748,4,3.005687,0.418922,0.1393765,119.3662,90.81625,-9.33,0,-116.3767,25.1,
4,45.848,4,2.998742,0.4077898,0.135987,119.74,91.00625,-9.33,0,-116.3766,25.1,
4,45.948,4,2.994321,0.3981515,0.1329689,119.525,91.195,-9.33,0,-116.3765,25.1,
4,46.048,4,3.010891,0.4146354,0.1377119,119.2262,91.3875,-9.33,0,-116.3766,25.1,
4,46.148,4,3.00212,0.3883897,0.1293718,119.04,91.58125,-9.33,0,-116.3765,25.1,
4,46.248,4,2.997776,0.4039384,0.134746,119.3812,91.77,-9.33,0,-116.3766,25.1,
4,46.348,4,2.999002,0.4129825,0.1377066,119.81,92.0075,-9.33,0,-116.3766,25,
4,46.448,4,2.994151,0.3975247,0.1327671,119.4388,92.2,-9.33,0,-116.3765,25,
4,46.548,4,3.010297,0.4252448,0.1412634,119.065,92.38876,-9.33,0,-116.3766,25,
4,46.648,4,3.000956,0.4020646,0.1339788,119.135,92.57875,-9.33,0,-116.3765,25,
4,46.748,4,2.996708,0.4163273,0.1389282,119.51,92.7725,-9.33,0,-116.3763,25,
4,46.848,4,2.991126,0.4096344,0.1369499,119.5763,92.96375,-9.33,0,-116.3762,25,
4,46.948,4,2.984862,0.389195,0.1303896,119.4137,93.20125,-9.33,0,-116.3762,25,
4,47.048,4,3.008334,0.4184317,0.1390908,119.0575,93.39,-9.33,0,-116.3762,25,
4,47.148,4,2.999296,0.4102644,0.1367869,119.2225,93.58375,-9.33,0,-116.3761,25,
4,47.248,4,2.997578,0.4240043,0.1414489,120.0075,93.77625,-9.33,0,-116.3761,25,
4,47.348,4,2.992052,0.4220461,0.1410557,119.3063,93.96751,-9.33,0,-116.3762,25,
4,47.448,4,2.986906,0.4089427,0.1369118,119.3287,94.15875,-9.33,0,-116.3763,25,
4,47.548,4,3.005479,0.429973,0.1430631,119.345,94.3975,-9.33,0,-116.3764,25.1,
4,47.648,4,2.99803,0.4130117,0.137761,119.2,94.58749,-9.33,0,-116.3766,25.1,
4,47.748,4,2.993807,0.4226176,0.1411639,119.7787,94.78249,-9.33,0,-116.3766,25.1,
4,47.848,4,2.987686,0.419854,0.1405282,119.1862,94.97625,-9.33,0,-116.3768,25.1,
4,47.948,4,2.983342,0.4015515,0.1345979,119.5638,95.1675,-9.33,0,-116.3769,25.1,
4,48.048,4,3.004968,0.4270471,0.1421137,119.27,95.35751,-9.33,0,-116.377,25.1,
4,48.148,4,2.996928,0.4027433,0.1343854,118.9513,95.59375,-9.33,0,-116.377,25.1,
4,48.248,4,2.995275,0.4278103,0.1428284,119.7575,95.78374,-9.33,0,-116.3773,25.1,
4,48.348,4,2.9912,0.4316682,0.1443127,119.3425,95.97375,-9.33,0,-116.3773,25.1,
4,48.448,4,2.984788,0.4186103,0.1402479,119.4425,96.1675,-9.33,0,-116.3772,25.1,
4,48.548,4,3.004219,0.4373317,0.1455725,119.3937,96.35625,-9.33,0,-116.3773,25.1,
4,48.648,4,2.999185,0.4213609,0.1404918,118.9425,96.54874,-9.33,0,-116.3772,25.1,
4,48.748,4,2.996956,0.4420665,0.1475052,119.7025,96.74,-9.33,0,-116.3772,25.1,
4,48.848,4,2.98903,0.4368349,0.146146,119.55,96.97875,-9.33,0,-116.377,25.1,
4,48.948,4,2.983417,0.4178179,0.1400468,119.3713,97.16875,-9.33,0,-116.3771,25.1,
4,49.048,4,3.00317,0.4366205,0.1453866,118.9737,97.36,-9.33,0,-116.3774,25.1,
4,49.148,4,2.998216,0.4181621,0.1394703,119.6275,97.55375,-9.33,0,-116.3775,25.1,
4,49.248,4,2.997758,0.4313077,0.1438768,119.685,97.7425,-9.33,0,-116.3775,25.1,
4,49.348,4,2.993884,0.4432161,0.1480405,119.5063,97.935,-9.33,0,-116.3775,25.1,
4,49.448,4,2.98986,0.4332367,0.144902,119.4812,98.1725,-9.33,0,-116.3775,25.1,
4,49.548,4,3.009108,0.4524031,0.1503446,119.075,98.36375,-9.33,0,-116.3777,25.1,
4,49.648,4,3.003866,0.4275635,0.1423377,119.6338,98.55125,-9.33,0,-116.378,25.1,
4,49.748,4,3.000157,0.4330744,0.1443506,119.8575,98.7425,-9.33,0,-116.378,25.1,
4,49.848,4,2.993104,0.4378254,0.146278,119.4837,98.93501,-9.33,0,-116.378,25.1,
4,49.948,4,2.989067,0.4210101,0.14085,119.5375,99.12376,-9.33,0,-116.3782,25.1,
4,50.048,4,3.006126,0.4341265,0.1444139,118.855,99.36124,-9.33,0,-116.3783,25.1,
4,50.148,4,3.003808,0.4126512,0.1373761,119.5775,99.5525,-9.33,0,-116.3783,25.1,
4,50.248,4,3.002337,0.4303497,0.1433383,119.525,99.74374,-9.33,0,-116.3782,25.1,
4,50.348,4,2.997532,0.4417742,0.1473793,119.3863,99.94,-9.33,0,-116.3783,25.1,
4,50.448,4,2.99421,0.4200067,0.140273,119.345,100.1287,-9.33,0,-116.3785,25.1,
4,50.548,4,3.012474,0.4451126,0.1477565,118.9938,100.365,-9.33,0,-116.3785,25.1,
4,50.648,4,3.009656,0.4213284,0.1399922,119.4025,100.5575,-9.33,0,-116.3784,25.1,
4,50.748,4,3.004232,0.4319215,0.143771,119.7112,100.75,-9.33,0,-116.3782,25.1,
4,50.848,4,2.999055,0.4344285,0.1448551,119.4987,100.9425,-9.33,0,-116.3779,25.1,
4,50.948,4,2.992473,0.4033733,0.134796,119.0325,101.1325,-9.33,0,-116.3777,25.1,
4,51.048,4,3.009498,0.4281772,0.1422753,119.1,101.3213,-9.33,0,-116.3777,25.1,
4,51.148,4,3.00774,0.4007981,0.1332556,119.375,101.5112,-9.33,0,-116.3776,25.1,
4,51.248,4,3.003616,0.4141256,0.1378757,119.5825,101.7525,-9.33,0,-116.3775,25.1,
4,51.348,4,2.997572,0.4280343,0.1427937,119.5063,101.9425,-9.33,0,-116.3776,25.1,
4,51.448,4,2.994392,0.407306,0.1360229,119.015,102.13,-9.33,0,-116.3777,25.1,
4,51.548,4,3.011303,0.4229131,0.1404419,118.835,102.3188,-9.33,0,-116.3778,25.1,
4,51.648,4,3.00886,0.4127032,0.1371626,119.4762,102.5113,-9.33,0,-116.3777,25.1,
4,51.748,4,3.004185,0.4170807,0.1388332,119.56,102.75,-9.33,0,-116.3774,25.1,
